DATE,REASON,ALTTIME,SPECIAL,SPEAKER,INSTITUTION,WEBSITE,TITLE,ABSTRACT
2013/09/09,,,,"Anna Marie Bohmann","Northwestern University",,"An equivariant infinite loop space machine","An equivariant infinite loop space machine should turn categorical or algebraic data into genuine spectra. While infinite loop space machines have been a crucial part of homotopy theory for decades, equivariant versions are in early stages of development. 

I will describe joint work with A. Osorno in which we build an equivariant infinite loop space machine that starts with diagrams of categories on the Burnside category and produces a genuine G-spectrum via the work of Guillou-May. This
machine readily applies to produce Eilenberg-MacLane spectra for Mackey functors and topological K-theory."
2013/09/16,,,,"S\o ren Galatius","Stanford University",,"Homological stability for moduli spaces of manifolds","For an inclusion $S \subset S'$ of connected orientable surfaces, J. Harer proved in 1985 that the map $H_k(BDiff(S)) \rightarrow H_k(BDiff(S'))$, induced by extending orientation preserving diffeomorphisms of $S$ by the identity map of $S'-S$, is an isomorphism when $k$ is small compared to the genus of $S$.  I will discuss a generalization of this statement to higher-dimensional manifolds.  As a consequence, we prove that if $M$ is a closed smooth simply connected manifold of dimension $2n > 4$, such that $M$ is diffeomorphic to the connected sum of $g$ copies of $S^n \times S^n$ and some other manifold, then the cohomology of $BDiff(M)$ in the range $* \leq (g-4)/2$ is described in terms of a single characteristic class in a twisted cobordism group.  This is joint work with O. Randal-Williams."
2013/09/23,,,,"Christian Haesemeyer","UCLA",,"On the K-theory of toric varieties in characteristic p","We will explain our recent joint work with G. Cortinas, M. Walker and C. Weibel concerning properties of the algebraic K-theory of toric varieties in positive characteristic. The results are proved using trace methods and a variant of the cyclic nerve construction that provides a homotopy theoretical model of the so-called Danilov sheaves of differentials. Most of the technical work happens completely within the world of monoid schemes (which are a particular manifestation of what goes by the name of ``schemes over the field with one element'')."
2013/09/30,,,,"David Carchedi","MPI",,"A differential graded approach to derived manifolds","Given two smooth maps of manifolds $f:M \to L$ and $g:N \to L,$ if they are not transverse, the fibered product $M \times_L N$ may not exist, or may not have the expected dimension. In the world of derived manifolds, such a fibered product always exists as a smooth object, regardless of transversality. In fact, every derived manifold is locally of this form. In this talk, we briefly explain what derived manifolds ought to be, why one should care about them, and how one can describe them. We end by explaining a bit of our joint work with Dmitry Roytenberg in which we make rigorous some ideas of Kontsevich to give a model for derived intersections as certain differential graded manifolds."
2013/10/07,,,,"Hiro Tanaka","Harvard University",,"Bridgeland stability conditions, algebraic k theory, and factorization homology over the circle","Consider any stable $\infty$-category $\mathcal{C}$: Examples include $\text{DbCoh}(X)$, or the category of modules over some ring spectrum. We generalize the notion of a Bridgeland stability condition for a triangulated category to one for $\mathcal{C}$, and under some assumptions, the space of stability conditions is a complex manifold. For every stability condition $\sigma$, one can obtain a filtration on the algebraic $K$-theory of $\mathcal{C}$. These filtrations vary on the complex manifold only along real codimension $1$ ``walls'' inside the complex manifold, and there should be a ``wall-crossing formula'' relating the $E_2$ pages of the spectral sequence associated to a filtration. I started looking into this because I wanted to encode Hall-algebra-like structures on the Ran space of the circle, so I will discuss that as motivation first."
2013/10/21,,,,"Craig Westerland","Minnesota",,"The unit spectrum of Morava $E$-theory","Atiyah-Segal and others define a twisted form of $K$-theory associated to classes in $H^3(X)$.  Their method is geometric, using the Fredholm operator model for the spaces which define $K$-theory. Homotopically, this amounts to a multiplicative map from $K(Z,2)$ to the space of units of $K$-theory, $GL_1(K)$.  In joint work with Hisham 
Sati, we extended this construction to higher-chromatic versions of $K$-theory, Morava's $E$-theories, $E_n$.  We computed the space of $E$-infinity maps from $K(Z,n+1)$ to $GL_1(E_n)$, thereby introducing a natural form of 
twisted $E$-theory. I will talk about these constructions and subsequent work which applies them to the study of the stable homotopy groups of the ($K(n)$-local) sphere."
2013/10/28,,,,"Lennart Meier","University of Virginia",,"From affineness towards duality in chromatic homotopy theory","For an affine (derived) scheme, the global sections functor from quasi-coherent sheaves to modules over the global sections of the structure sheaf is an equivalence. We will report on joint work with Akhil Mathew that the same is actually true for many derived stacks occuring in chromatic homotopy theory, such as the derived (compactified) moduli stack of elliptic curves. This and similar techniques allow to show the norm map from homotopy orbits to homotopy fixed points to be an equivalence in many cases (like the $GL_2(Z/n)$-action on Tmf$(n)$). Such equivalences have been useful in Stojanoska's work on the Anderson self-duality of Tmf. At the end, we will report on work in progress to extend these results to topological automorphic forms."
2013/11/04,,,,"Dan Isaksen","Wayne State University",,"A tour of the Adams spectral sequence","I will present the results of a detailed computational analysis of the motivic and classical Adams spectral sequences at the prime 2.  Some highlights include:\\
1) corrections to previously published results about stable homotopy groups beyond the 50-stem.\\
2) a brute force approach to the existence of the 62-dimensional Kervaire class.\\
3) a conjectural description of the homotopy groups of the eta-local motivic sphere.\\
4) an outline of a program to compute new stable stems by combining motivic Adams E2-term data with classical Adams-Novikov E2-term data."
2013/11/18,,,,"David Ayala","USC",,"Poincaré Koszul duality and factorization homology","Factorization homology is an invariant of an $n$-manifold M together with an $n$-disk algebra $A$.  Should $M$ be a circle, this recovers the Hochschild complex of $A$; should $A$ be an abelian group, this recovers the homology of $M$ with coefficients in $A$.  In general, factorization homology retains more information about a manifold than its underlying homotopy type, and can be interpreted as the global observables of a perturbative TQFT.
In this talk we will lift Poincaré duality to factorization homology as it intertwines with Koszul duality for $n$-disk algebras -- all terms will be explained.  We will point out a number of consequences of this duality, which concern manifold invariants, algebra invariants, and TQFT's.\\
\\
This is a report on joint work with John Francis."
2013/11/25,,,,"Emily Riehl","Harvard University",,"Cell complex presentations for (generalized) Reedy categories","Reedy categories come with a degree filtration on objects, enabling the 
inductive definitions of diagrams and natural transformations. We show that the axioms supply a canonical cell complex presentation for the hom bifunctor with cells defined to be pushout-products of ``boundary inclusions''. This translates to a canonical presentation of any diagram or natural transformation as a (relative) cell complex and as a (relative) Postnikov tower whose cells are built from the latching or matching maps. This work, joint with Dominic Verity, makes the proof of the Reedy model structure essentially trivial and leads to a geometric criterion characterizing the Reedy categories which give formulae for homotopy (co)limits. Work in progress extends these results to generalized Reedy 
categories, where algebraic weak factorization systems provide a natural tool to define the equivariant factorizations required to extend diagrams from one degree to the next."
2013/12/02,,,,"Kyle Ormsby","MIT",,"Galois-equivariance and motivic homotopy","Let $L/k$ be a finite Galois extension with Galois group $G$.  In joint work with Jeremiah Heller, I construct and analyze a functor $F_{L/k}$ from genuine $G$-spectra to $P^1$-spectra over $\mathrm{Spec}(k)$ which agrees with the constant presheaf functor $c$ when $G = e$.  Marc Levine has recently proven that when $k$ is algebraically closed of characteristic $0$, (the left derived functor of) $c$ is full and faithful on homotopy categories.  I will show that when $k$ is real closed, $F_{k[i]/k}$ induces a full and faithful embedding of the $C_2$-equivariant stable homotopy category into the stable motivic homotopy category of $k$.  In particular, there is an isomorphism between the integer-graded stable homotopy groups of the $C_2$-equivariant sphere spectrum and the motivic sphere spectrum over $k$."
2013/12/09,,,,"Vesna Stojanoska","MIT",,"Arithmetic duality for spectra","Poitou-Tate duality is a duality for the Galois cohomology of finite modules over the absolute Galois group of a global field. This 
arithmetic duality is reminiscent of Poincaré duality for manifolds familiar to topologists. In joint work with Tomer Schlank we upgrade this to a duality for spectra with action by such an absolute Galois group, arriving at a Galois-equivariant Brown-Comenetz duality. We believe this upgraded duality should lead to a better understanding of rational points on algebraic varieties."
2014/02/10,,,,"Tom Church","Stanford",,"A survey of representation stability ","I will give a gentle survey of the theory of representation stability, viewed through the lens of its applications. These applications include: homological stability for configuration spaces of manifolds; understanding the stable (and unstable) homology of arithmetic lattices; uniform generators for congruence subgroups and congruence subgroups; and distributional stability for random squarefree polynomials over finite fields."
2014/02/24,,,,"Emanuele Dotto","MIT",,"Equivariant Diagrams and Equivariant excision","In a non-equivariant setting, a functor is excisive if it takes homotopy pushout squares to homotopy pullback squares. Given a finite group G and a functor from G-spaces to G-spaces (or G-spectra), this definition of excision does not 'capture enough equivariancy'. For example the category of endofunctors of G-spaces with this property does not model G-spectra. One solution is to replace squares by 'cubes with action', where the group is allowed to act on the whole diagram by permuting its vertices. 

I will talk about the homotopy theory of these equivariant diagrams and relate the resulting notion of equivariant excision to previous work of Blumberg. 

As an application of this theory, I will give a proof of the Wirthmuller isomorphism that uses only the equivariant suspension theorem and formal manipulations of limits and colimits. "
2014/03/03,,,,"Tyler Lawson","Minnesota",,"Comodules and connections","In this talk I'll discuss comodules in homotopy theory, 
specifically aimed at lifting $(MU_*, MU_*MU)$-comodules up to a 
homotopical notion.  I'll then describe how Goodwillie calculus to give 
an iterative sequence of approximations to this structure."
2014/03/10,,,,"Hakon Bergsaker","Bergen; MIT",,"Towards TC(MU)","Given a ring spectrum R, there is an associated algebraic K-theory
spectrum K(R). In general K(R) is very hard to compute; one method for
approaching it is to use the cyclotomic trace map to topological cyclic
homology, TC(R). This map turns out to be a good approximation in many
cases, and TC(R) can be calculated provided one has a good grasp on the
various cyclic fixed points of the topological Hochschild homology
spectrum, THH(R).

In this talk I will focus on the case where R is the complex cobordism
spectrum MU. In this case computing TC(MU) essentially reduces to computing
the circle-Tate construction on THH(MU). I will describe and build on
previous homological computations to study the Adams spectral sequence of
the circle-Tate construction on THH(MU). This is work in progress."
2014/03/17,,,,"Andre Joyal","UQAM",,"Categorical Homotopy Type Theory"," We show that Homotopy Type Theory can be formulated in the language of category theory.
We will address the problem of finding an elementary notion of higher topos."
2014/03/31,,,,"Jonathan Campbell","Austin",,"Topological Hochschild Homology and Koszul Duality"," In this talk I'll indicate how to prove a duality result relating the topological Hochschild homology (THH) of a ring spectrum with the THH of its Koszul dual. Both THH and Koszul duality will be defined, and a proof will be sketched. "
2014/04/07,,,,"Ismar Volic","Wellesley College",,"Homotopy-theoretic methods in the study of spaces of knots and links","I will survey the ways in which some homotopy-theoretic 
methods, manifold calculus of functors main among them, have in recent 
years been used for extracting information about the topology of spaces 
of knots and links. Cosimplicial and operadic models for these spaces 
will also be featured. I will also mention with some recent results 
about spaces of homotopy string links and in particular about how one 
can use functor calculus in combination with configuration space 
integrals to extract information about Milnor invariants as well as 
derive higher-order asymptotic invariants of vector fields."
2014/04/14,,,,"Matilde Marcolli","CalTech",,"Feynman integrals, singular hypersurfaces, and motives","I will describe different recent approaches to the renormalization and 
computation of Feynman integrals in perturbative quantum field theory 
via differential forms on the complement of singular hypersurfaces and 
periods of motives."
2014/04/28,,,,"Nat Stapleton","MIT",,"The E-theory of the symmetric group","Strickland proved that the Morava E-theory of the symmetric group corepresents the scheme classifying subgroups of the formal group associated to E-theory after taking the quotient by a certain transfer ideal. In this talk I will discuss a new proof of this result using character maps from height n to height 1. I will emphasize different parts of the proof than were discussed in the Thursday seminar talk. This talk includes joint work with Tomer Schlank and Tobias Barthel."
2014/05/05,,,,"Lars Hesselholt","Nagoya; Copenhagen",,"The unreasonable fibrancy of Waldhausen's construction"," An old result of Gillet and Grayson shows that, to calculate the simplicial loop space of Waldhausen's S-construction of an exact category, it suffices to apply Kan's Ex-functor just once instead of infinitely many times. In this talk, I will explain that, in another instance, Waldhausen's construction turns out to be unreasonably fibrant, namely, that for every exact category with duality $(C,D,\eta)$, there is a canonical isomorphism $\Omega^{1,1}|NiS^{1,1}({C},D,\eta)| \simeq \Omega^{2,1}|NiS^{2,1}({C},D,\eta)|$ in the homotopy category of pointed real spaces. The proof uses the surprising fact, proved by Schlichting, that, on the set of components of the subspace of the left-hand side consisting of the points fixed by the canonical involution, the abelian monoid structure induced by orthogonal sum is an abelian group structure. It further uses that the real additivity theorem holds for both sides, as proved by Schlichting and by myself and Madsen, respectively, along with a new group-completion result due to Moi."
2014/05/12,,,,"Mark Behrens","MIT",,"On the tmf-resolution","Mahowald used the bo-based Adams spectral sequence to compute the
2-primary v1-periodic stable homotopy groups of spheres, and from this
he deduced the v1-periodic telescope conjecture for p = 2.  I will
discuss what I know about the tmf-resolution at p = 2, incorporating
work of many collaborators over the years, most significantly Tyler
Lawson, Kyle Ormsby, Vesna Stojanoska, and Nat Stapleton."
2014/09/08,,,,"Emmanuel Farjoun","Hebrew University",,"Group maps, Homotopically","In this joint work with Segev and other collaborators we try to look at 
(discrete) group maps from a homotopy point of view, by e.g.\ taking
homotopy quotient spaces rather than usual quotients as sets. This puts
seemingly distinct concepts on a common ground and yields results such as
the finiteness of higher $H_i(G)$ for certain infinite groups $G$, as well
as a relative version of Schur extensions for general, non-perfect groups.
A relative version of the stability of the repeated automorphism group
$\textup{aut}(\textup{aut}(\cdots \textup{aut}(G))..)$ will be presented,
somewhat related to finiteness of $H_i(G)$ as above."
2014/09/15,,,,"Ilya Grigoriev","University of Chicago",,"Characteristic classes of manifold bundles","Much like for vector bundles, one can attempt to study bundles with fiber a manifold using characteristic classes, which are invariants that correspond to elements of the cohomology ring of the classifying space BDiff $M$. The easiest of these to define are the so-called ``generalized Miller-Morita-Mumford classes''. In the case when the manifold $M=S_g$ is a surface, the Madsen-Weiss theorem together with Harer stability imply that as $g$ grows, a large number of these classes become *non-zero*. On the other hand, relationship between BDiff $S_g$ and the  moduli space of Riemann surfaces (which has finite dimension) implies that a large number of these classes *are* zero.

Recently, Galatius and Randall-Williams proved an analogue of the Madsen-Weiss theorem and of Harer stability for the case when $M$ is a connected sum of products of spheres $S^d \times S^d$. I will describe the implications of their results on the study of generalized MMM-classes, other vanishing and non-vanishing results about the MMM-classes for such manifolds, and whether BDiff $M$ could be modeled by a finite-dimensional space."
2014/09/22,,,,"Ezra Getzler","Northwestern University",,"Higher stacks and categories of fibrant objects","We present a simple set of axioms on a category of ``spaces'' which allows us to show that the category of ``fibrant simplicial spaces'' is a category of fibrant objects. This provides a general framework for studying higher stack theory (or, equivalently, higher Lie groupoids). As an example, we outline a generalization of Kuranishi theory to the higher stack of perfect complexes.

This is joint work with Kai Behrend."
2014/09/25,,,,"Gunnar Carlsson","Stanford University",,"The structure of spaces of persistence barcodes","[Note that that the automatically produced topology seminar poster corresponding to this talk is incorrect - this will be a colloquium talk be held in E25-111, with tea at 4:00 and the talk commencing at 4:30.] Persistent homology is an invariant of finite metric spaces
which is of use in a number of different applications.  We will discuss
methods of organizing them into a space, which are of use both for
coordinatizing data sets whose objects are metric spaces, as well as
extending the notion to a usable form of multidimensional persistence."
2014/09/29,,,,"Marco Perez","MIT",,"Computing Ext using $n$-projective modules","We present a new model category structure on the category of chain complexes over a ring $R$, called the \underline{$n$-projective model structure}, whose cofibrant objects are given by the class of chain complexes with projective dimension at most $n$ (or $n$-projective complexes). One interesting application of this structure consists in finding another way to compute extension groups ${\rm Ext}^i_R(M,N)$ for every pair of left $R$-modules $M$ and $N$, by using certain cofibrant and fibrant replacements of the sphere chain complexes $S^0(M)$ and $S^i(N)$, respectively. Recall that one normally computes ${\rm Ext}^i_R(M,N)$ by using either a left resolution of $M$ by projective modules or a right resolution of $N$ by injective modules. Somewhat surprisingly, there turn out to be many other ways to do it. We prove that one can use a left resolution of $M$ by modules of projective dimension at most $n$. The disadvantage of doing so is that  we use right resolutions of $N$ by a class of modules which is hard to describe.

Reference: Pérez, M. {\it Homological dimensions and Abelian model structures on chain complexes} (to appear in {\it Rocky Mountain Journal of Mathematics})."
2014/10/06,,,,"Marc Hoyois","MIT",,"The motivic Lefschetz fixed-point theorem","Let $X$ be a smooth projective variety over the real numbers and let $f: X \to X$ be a self-map.  To $X$ one can associate a real manifold $X(R)$ and a complex manifold $X(C)$. $l$-adic cohomology gives a purely algebraic description of the Lefschetz number of $f|_{X(C)}$, but the Lefschetz number of $f|_{X(R)}$ is invisible to $l$-adic cohomology. I will explain how the Lefschetz number of $f|_{X(R)}$ is a motivic homotopy invariant and how a motivic version of the Lefschetz fixed-point formula for $f$ subsumes the topological fixed-point formulas for $f|_{X(C)}$ and $f|_{X(R)}$. I will then consider the situation over an abstract field and formulate an analogous refinement of the $l$-adic Grothendieck-Lefschetz trace formula."
2014/10/20,,,,"Joana Cirici","Freie Universitat Berlin",,"Topology of complex projective varieties with isolated singularities","I will explain a homotopical treatment of intersection cohomology recently developed by Chataur-Saralegui-Tanré, which associates a ``perverse homotopy type'' to every singular space. In this context, there is a notion of ``intersection-formality'', measuring the vanishing of Massey products in intersection cohomology. The perverse homotopy type of a complex projective variety with isolated singularities can be computed from the morphism of differential graded algebras induced by the inclusion of the link of the singularity into the regular part of the variety. I will show how, in this case, mixed Hodge theory allows us prove some intersection-formality results (work in progress with David Chataur)."
2014/10/27,,,,"Bertrand Guillou","University of Kentucky","http://www.ms.uky.edu/~guillou/","The $\eta$-local motivic sphere","The motivic Hopf map $\eta$ is not nilpotent in the motivic stable homotopy groups of spheres, contrary to the situation in the homotopy of spaces. In the motivic Adams spectral sequence computing the motivic stable homotopy groups, there result a number of $h_1$-towers. The motivic Adams spectral sequence contains strictly more information than the classical case and is therefore quite complicated, but the $h_1$-local part is understood and computes the $\eta$-localization of the motivic sphere. I will discuss joint work with Dan Isaksen on the $\eta$-local motivic sphere and related topics."
2014/11/03,,,,"Dan Freed","University of Texas",,"Invertible topological field theories","One mathematical gateway to field theories in physics is via bordism.  There is a unital multiplication on field theories, and so naturally a subset which are invertible.  Invertible topological field theories can be realized as infinite loop maps in stable homotopy theory, and the Galatius-Madsen-Tillmann-Weiss theorem identifies the domain.  After exposing these ideas, I will indicate two applications.  In the first, joint with Hopkins and Teleman, an invertible topological field theory is the obstruction to consistently orienting moduli spaces.  In the second, invertible topological field theories approximate the long-range behavior of special condensed matter systems."
2014/11/17,,,,"Jesse Wolfson","University of Chicago",,"The Index Map and Reciprocity Laws for Contou-Carrere Symbols","In the 1960s, Atiyah and Janich independently constructed the families index as a natural map from the space of Fredholm operators to the classifying space of topological K-theory. In joint work with Oliver Braunling and Michael Groechenig, we construct an analogous index map in algebraic K-theory. The index map allows us to relate the Contou-Carrere symbol, a local analytic invariant of families of schemes, to algebraic K-theory. Using this, we prove reciprocity laws for Contou-Carrere symbols in all dimensions.  This extends previous results, of Anderson and Pablos Romo in dimension 1, and of Osipov and Zhu, in dimension 2.

The material for this talk is contained in arXiv:1410.1466 and arXiv:1410.3451, with technical foundations in arXiv:1402.4969."
2014/11/24,,,,"Sune Reeh","MIT",,"Minimal characteristic bisets for fusion systems","Every finite group G gives rise to a saturated fusion system consisting of a Sylow p-subgroup S plus some additional conjugation structure coming from the larger group G. Instead of having G act on S, we can consider G as an (S,S)-biset and ask what properties it has in relation to the fusion system. The resulting notion of characteristic bisets makes sense for abstract fusion systems as well, and such characteristic bisets were originally used by Broto-Levi-Oliver to define a classifying spectrum for every saturated fusion system. In joint work with Matthew Gelvin we give a classification of all characteristic bisets for a given saturated fusion system F and show that there is a unique minimal one $\lambda_F$ contained in all others. We describe the structure of $\lambda_F$ and the close relation between $\lambda_F$ and other important concepts in the theory of fusion systems, such as for instance the linking system used to construct the classifying space of F."
2014/12/01,,,,"Joseph Hirsh","MIT",,"Model structures for coalgebras","Classically, there are two model category structures on coalgebras in the category of chain complexes over a field. In one, the weak equivalences are maps which induce an isomorphism on homology. In the other, the weak equivalences are maps which induce a weak equivalence of algebras under the cobar functor. We unify these two approaches, realizing them as the two extremes of a partially ordered set of model category structures on coalgebras over a cooperad satisfying mild conditions."
2014/12/08,,,,"Mona Merling","Johns Hopkins University",,"Equivariant algebraic K-theory","The first definitions of equivariant algebraic K-theory were given in the early 1980's by Fiedorowicz, Hauschild and May, and by Dress and Kuku; however these early space-level definitions only allowed trivial action on the input ring or category. Equivariant infinite loop space theory allows us to define spectrum level generalizations of the early definitions: we can encode a G-action (not necessarily trivial) on the input as a genuine G-spectrum. I will discuss some of the subtleties involved in turning a ring or category with G-action into the right input for equivariant algebraic K-theory, and some of the properties of the resulting equivariant algebraic K-theory G-spectrum.  I will also discuss recent developments in equivariant infinite loop space theory (e.g., multiplicative structures) that should have long-range applications to equivariant algebraic K-theory."
2014/12/15,,,,"Andrew Ranicki","University of Edinburgh",,"The total surgery obstruction","The total surgery obtruction invariant was introduced 35 years ago to unify the two stages of the 
classical Browder-Novikov-Sullivan-Wall surgery theory of topological manifold types in the homotopy type 
of an n-dimensional global Poincare duality space X, with n>4. The space X has local Poincare duality 
if and only if it is a homology manifold. In effect, a topological manifold in the homotopy type of X is the same as a 
globally contractible quadratic Poincare null-cobordism of the chain level failure of local Poincare duality. (The talk will explain 
the terms involved). The invariant is the obstruction to the existence of such a null-cobordism. The talk will review progress 
in total surgery obstruction theory, which is best understood  in terms of a combinatorial analogue of the Verdier duality in sheaf theory."
2015/02/09,,,,"Emily Riehl","Harvard",,"The formal category theory of ($\infty$,n)-categories","Pioneering work of Andre Joyal and Jacob Lurie has shown that ordinary category theory can be extended to quasi-categories (``$\infty$-categories''), a type of ($\infty$,1)-category. In joint work with Verity, we show that the category theory of quasi-categories is 2-categorical: new definitions of the basic notions - (co)limits, adjunctions, fibrations - equivalent to the Joyal-Lurie definitions, can be encoded in the homotopy 2-category of quasi-categories. Our 2-categorical proofs in the homotopy 2-category restrict to  the classical ones in the sub 2-category CAT. We give a short list of axioms, satisfied by (iterated) complete Segal spaces, that suffice for this homotopy 2-categorical development, so this ``formal'' approach to the category theory of quasi-categories immediately extends to other models of higher homotopical categories."
2015/02/13,,,,"Nathaniel Stapleton","Bonn",,"The character of the total power operation","We construct a total power operation on n-fold class functions compatible with the total power operation in Morava E-theory through the character map of Hopkins, Kuhn, and Ravenel. In essence, this gives a formula for the total power operation in Morava E-theory applied to a finite group. This is joint work with Barthel."
2015/02/17,,,,"John Harper","Ohio State",,"Derived Koszul duality and TQ-homology completion","Consider a flavor of structured ring spectra that can be described as algebras over an operad $O$ in spectra. A natural question to ask is when the fundamental adjunction comparing $O$-algebra spectra with coalgebra spectra over the associated Koszul dual comonad $K$ can be modified to turn it into an equivalence of homotopy theories. In a paper published in 2012, Francis and Gaitsgory conjecture that replacing $O$-algebras with the full subcategory of homotopy pro-nilpotent $O$-algebras will do the trick. In joint work with Kathryn Hess we show that every 0-connected $O$-algebra is homotopy pro-nilpotent; i.e. is the homotopy limit of a tower of nilpotent $O$-algebras.

This talk will describe recent work, joint with Michael Ching, that resolves in the affirmative the 0-connected case of the Francis-Gaitsgory conjecture; that replacing $O$-algebras with 0-connected $O$-algebras turns the fundamental adjunction into an equivalence of homotopy theories. This can be thought of as a spectral algebra analog of the fundamental work of Quillen and Sullivan on the
rational homotopy theory of spaces, the subsequent work of Goerss and Mandell on the p-adic homotopy theory of spaces, and the work of
Mandell on integral cochains and homotopy type. Corollaries include the following: (i) 0-connected $O$-algebra spectra are weakly equivalent
if and only if their $TQ$-homology spectra are weakly equivalent as derived $K$-coalgebras, and (ii) if a $K$-coalgebra spectrum is 0-connected and cofibrant, then it comes from the $TQ$-homology spectrum of an $O$-algebra."
2015/02/23,,,,"Mike Hill","UVa",,"Flavors of equivariant commutativity","Classically, there is essentially only one $E_\infty$ operad, and it parameterizes multiplications commutative up to all higher homotopies. In the $G$-equivariant context, the situation is muddied by the possible ways the group can interact with the powers of a space or spectrum. In this talk, I'll discuss the notion of an $N_\infty$ operad, an operad in $G$-space which just like the $E_\infty$ operad parameterizes multiplications commutative up to all higher homotopies but which also allows $G$ to permute factors. The use of these allows one to understand operadically the transfer map on equivariant infinite loop spaces, to see what structure is preserved by equivariant Bousfield localization, and to tease apart what sort of additional structure the category of modules over an equivariant commutative ring spectrum has."
2015/03/02,,,,"Nicolo Sibilla","UBC",,"The topological Fukaya category and mirror symmetry for toric Calabi-Yau threefolds","The Fukaya category of open symplectic manifolds is expected to have good local-to-global properties. Based on this idea several people have developed sheaf-theoretic models for the Fukaya category of punctured Riemann surfaces: the name topological Fukaya category appearing in the title refers to the (equivalent) constructions due to Dyckerhoff-Kapranov, Nadler and Sibilla-Treumann-Zaslow. The theory involved in setting up the topological Fukaya category has surprising connections with many different areas of geometry and topology, such as for instance the co-representability of the Waldhausen S-construction. In this talk I will focus on defining the topological Fukaya category and explain applications to Homological Mirror Symmetry for toric Calabi-Yau threefolds. This is work in progress joint with James Pascaleff."
2015/03/09,,,,"Ryan Grady","BU",,"Derived geometry as a tool for QFT, QFT as a tool in topology","In this talk I will highlight how formal moduli problems and derived stacks have a role in constructing quantum field theories. I will then focus on a specific example which allows one to give a new proof of the algebraic index theorem of Nest-Tsygan and Fedosov.  If time permits, I will also discuss observables in QFT and their structure as a factorization algebra; giving a further reinterpretation of the algebraic index theorem and some insight into higher analogues of index theory."
2015/03/16,,,,"Emily Riehl","Harvard",,"The formal category theory of ($\infty$,n)-categories","Pioneering work of Andre Joyal and Jacob Lurie has shown that ordinary category theory can be extended to quasi-categories (``$\infty$-categories''), a type of ($\infty$,1)-category. In joint work with Verity, we show that the category theory of quasi-categories is 2-categorical: new definitions of the basic notions - (co)limits, adjunctions, fibrations - equivalent to the Joyal-Lurie definitions, can be encoded in the homotopy 2-category of quasi-categories. Our 2-categorical proofs in the homotopy 2-category restrict to  the classical ones in the sub 2-category CAT. We give a short list of axioms, satisfied by (iterated) complete Segal spaces, that suffice for this homotopy 2-categorical development, so this ``formal'' approach to the category theory of quasi-categories immediately extends to other models of higher homotopical categories."
2015/03/30,,,,"David Gepner","Purdue",,"Localization sequences in the algebraic $K$-theory of ring spectra","Together with trace methods, the localization sequence comprises one of the only known methods for computing algebraic $K$-theory. If $R$ is a ring spectrum and $R[S^{-1}]$ is a localization of R, then there is a fiber sequence of $K$-theory spectra $K(\text{fiber}) \to K(R) \to K(R[S^{-1}])$. In this talk, we will show that (under mild conditions) the fiber term is compactly generated by a Koszul-type spectrum formed from $R$ and $S$, which when $R= BP \langle n \rangle$ and $S = \{v_n \}$ differs from $BP \langle n-1 \rangle = R/v_n$. We will then apply trace methods to show that their $K$-theories differ, answering a question of Rognes. Time permitting, we will sketch how this fits into a general program (primarily due to Waldhausen, Rognes, Ausoni, and others) to understand the $K$-theory of the sphere in terms of the chromatic filtration of the stable homotopy category. This is joint work with Benjamin Antieau and Tobias Barthel."
2015/04/06,,,,"Mike Shulman","University of San Diego",,"Internal languages for $\infty$-toposes and sub-$\infty$-toposes","One of the most important insights of classical topos theory is that a topos (a category of sheaves) has an `internal language', so that we can reason about its objects roughly `as if they were sets'. The recent development of `homotopy type theory' provides a similar internal language for $\infty$-toposes ($\infty$-categories of stacks), allowing us to reason about its objects `as if they were spaces'. I will sketch this language and show how to apply it to study sub-$\infty$-toposes; these are represented internally as `higher modalities' on a Martin-Löf-Voevodsky universe, generalizing Lawvere-Tierney operators from classical topos theory."
2015/04/13,,,,"Michael Andrews","MIT",,"The $v_1$-periodic part of the Adams spectral sequence at an odd prime - dancers to a discordant system","Algebraic topologists are interested in the class of spaces which can be built from spheres. For this reason, when one tries to understand the continuous maps between two spaces up to homotopy, it is natural to restrict attention to the maps between spheres first. The groups of interest are called the homotopy groups of spheres. Topologists soon realized that it is easier to work in a stable setting. Instead, one asks about the stable homotopy groups of spheres or, equivalently, the homotopy groups of the sphere spectrum. Calculating all of these groups is an impossible task but one can ask for partial information.

In particular, one can try to understand the global structure of these groups by proving the existence of recurring patterns; this is analogous to the fact that we cannot find all the prime numbers, but we can prove theorems about their distribution. These patterns are clearly visible in spectral sequence charts for calculating $\pi_*(S^0)$ and my thesis came about because of my desire to understand the mystery behind these powerful dots and lines, which others in the field appeared so in awe of. I will tell the story of the stable homotopy groups of spheres for odd primes at chromatic height 1, through the lens of the Adams spectral sequence."
